,t_msec,hr
0,776.0,131.57894736842104
1,1400.0,96.15384615384617
2,1968.0,105.6338028169014
3,2636.0,89.8203592814371
4,3132.0,120.96774193548387
5,3808.0,88.75739644970417
6,4424.0,97.40259740259732
7,5072.0,92.59259259259264
8,5792.0,83.33333333333336
9,6400.0,98.6842105263157
10,6828.0,140.1869158878505
11,7572.0,80.6451612903226
12,8196.0,96.1538461538462
13,8920.0,82.87292817679555
14,9484.0,106.38297872340425
15,10148.0,90.36144578313257
16,10844.0,86.20689655172417
17,11476.0,94.93670886075928
18,12100.0,96.15384615384635
19,12712.0,98.03921568627449
20,13320.0,98.6842105263157
21,13948.0,95.54140127388533
22,14572.0,96.15384615384635
23,15288.0,83.79888268156412
24,15920.0,94.93670886075954
25,16468.0,109.4890510948905
26,17152.0,87.7192982456139
27,17744.0,101.35135135135157
28,18468.0,82.87292817679555
29,19112.0,93.16770186335428
30,19708.0,100.67114093959731
31,20340.0,94.93670886075928
32,21000.0,90.90909090909089
33,21652.0,92.02453987730047
34,22264.0,98.03921568627477
35,22940.0,88.75739644970389
36,23528.0,102.04081632653106
37,24220.0,86.70520231213871
38,24788.0,105.63380281690115
39,25416.0,95.54140127388533
40,26120.0,85.22727272727265
41,26644.0,114.5038167938937
42,27260.0,97.4025974025969
43,27872.0,98.03921568627477
44,28528.0,91.4634146341465
45,29084.0,107.91366906474802
46,29740.0,91.4634146341465
47,30396.0,91.46341463414602
48,31004.0,98.6842105263157
49,31524.0,115.38461538461549
50,32128.0,99.337748344371
51,32792.0,90.36144578313233
52,33444.0,92.02453987730047
53,33956.0,117.1874999999999
54,34576.0,96.7741935483875
55,35204.0,95.54140127388533
56,35852.0,92.59259259259315
57,36480.0,95.54140127388533
58,37124.0,93.16770186335324
59,37764.0,93.74999999999991
60,38380.0,97.40259740259745
61,39004.0,96.15384615384689
62,39716.0,84.26966292134793
63,40240.0,114.50381679389294
64,40856.0,97.40259740259745
65,41480.0,96.15384615384689
66,42072.0,101.35135135135035
67,42708.0,94.33962264151008
68,43380.0,89.28571428571374
69,43940.0,107.14285714285806
70,44500.0,107.14285714285671
71,45212.0,84.26966292134793
72,45784.0,104.8951048951057
73,46356.0,104.8951048951044
74,46972.0,97.40259740259745
75,47620.0,92.59259259259315
76,48348.0,82.41758241758224
77,48900.0,108.69565217391312
