,t_msec,hr
0,652.0,176.47058823529412
1,964.0,192.30769230769235
2,1788.0,72.81553398058252
3,2676.0,67.56756756756756
4,3540.0,69.44444444444446
5,4368.0,72.463768115942
6,5252.0,67.87330316742086
7,6112.0,69.76744186046508
8,6972.0,69.76744186046508
9,7840.0,69.12442396313368
10,8704.0,69.44444444444439
11,9564.0,69.76744186046517
12,10428.0,69.44444444444439
13,11284.0,70.09345794392524
14,12056.0,77.72020725388616
15,12980.0,64.93506493506484
16,13828.0,70.75471698113216
17,14568.0,81.08108108108105
18,15528.0,62.49999999999994
19,16379.999999999998,70.42253521126773
20,17212.0,72.11538461538456
21,18080.0,69.12442396313375
22,18936.0,70.0934579439251
23,19776.0,71.42857142857144
24,20572.0,75.3768844221106
25,21504.0,64.37768240343333
26,22356.0,70.42253521126759
27,23212.0,70.09345794392539
28,24068.0,70.0934579439251
29,24848.0,76.92307692307716
30,25764.0,65.50218340611352
31,26628.0,69.44444444444439
32,27484.0,70.0934579439251
33,28348.0,69.44444444444467
34,29204.0,70.0934579439251
35,30068.0,69.44444444444439
36,30936.0,69.12442396313375
37,31804.0,69.12442396313375
38,32604.0,74.99999999999993
39,33428.0,72.8155339805827
40,34408.0,61.22448979591812
41,35272.0,69.44444444444467
42,36120.0,70.75471698113216
43,36988.0,69.12442396313347
44,37868.0,68.18181818181799
45,38728.0,69.76744186046517
46,39596.0,69.12442396313403
47,40476.0,68.18181818181799
48,41360.0,67.87330316742079
49,42180.0,73.17073170731705
50,43116.0,64.1025641025641
51,43944.0,72.46376811594178
52,44876.0,64.37768240343382
53,45760.0,67.87330316742079
54,46644.0,67.87330316742079
55,47524.0,68.18181818181799
56,48304.0,76.9230769230768
57,49256.0,63.02521008403373
58,50224.0,61.9834710743804
59,51072.0,70.75471698113157
60,52020.0,63.291139240506304
61,52900.0,68.18181818181853
62,53760.0,69.76744186046517
63,54672.0,65.78947368421059
64,55656.0,60.975609756097455
65,56468.0,73.89162561576312
66,57416.0,63.29113924050678
67,58372.0,62.76150627615043
68,59352.0,61.224489795918565
69,60260.0,66.07929515418493
70,61128.0,69.12442396313347
71,62092.0,62.24066390041503
72,63012.0,65.2173913043477
73,63880.0,69.12442396313347
74,64756.0,68.49315068493169
75,65752.0,60.24096385542198
76,66668.0,65.50218340611275
77,67592.0,64.93506493506547
78,68516.0,64.93506493506447
79,69348.0,72.11538461538517
80,70276.0,64.6551724137933
81,71144.0,69.12442396313291
82,72184.0,57.692307692308134
83,73044.0,69.76744186046517
84,74068.0,58.59374999999995
85,75012.0,63.55932203389813
86,75968.0,62.76150627615043
87,76816.0,70.75471698113216
88,77896.0,55.55555555555564
89,78868.0,61.72839506172876
90,79840.0,61.72839506172786
91,80820.0,61.224489795919006
92,81796.0,61.475409836064735
93,82772.0,61.47540983606563
94,83660.0,67.56756756756825
95,84716.0,56.81818181818196
96,85692.0,61.47540983606563
97,86624.0,64.37768240343333
98,87644.0,58.82352941176411
99,88532.0,67.56756756756825
100,89536.0,59.76095617529852
101,90572.0,57.91505791505784
102,91508.0,64.1025641025646
103,92460.0,63.02521008403373
104,93372.0,65.78947368421008
105,94396.0,58.59374999999995
106,95420.0,58.59374999999995
107,96388.0,61.98347107437994
108,97328.0,63.829787234042705
109,98296.0,61.98347107437994
110,99132.0,71.77033492822979
111,100096.0,62.24066390041503
112,101108.0,59.28853754940709
113,102040.0,64.37768240343333
114,102996.0,62.76150627615136
115,103920.0,64.93506493506447
116,104912.0,60.483870967741666
117,105772.0,69.76744186046517
118,106720.0,63.29113924050678
119,107628.0,66.07929515418493
120,108420.0,75.75757575757561
121,109312.0,67.2645739910317
122,110144.0,72.11538461538393
123,110996.0,70.42253521126847
124,111992.0,60.24096385542112
125,112872.0,68.18181818181853
126,113656.0,76.53061224489737
127,114628.0,61.72839506172876
128,115476.0,70.75471698113216
129,116400.0,64.93506493506447
130,117248.0,70.75471698113216
131,118200.0,63.02521008403373
132,119080.0,68.18181818181853
133,119876.0,75.37688442210994
134,120840.0,62.24066390041503
135,121704.0,69.44444444444524
136,122472.0,78.12499999999993
137,123416.0,63.55932203389813
138,124344.0,64.6551724137933
139,125228.0,67.87330316742079
140,126000.0,77.72020725388545
141,126944.0,63.55932203389813
142,127832.0,67.56756756756825
143,128735.99999999999,66.37168141592947
144,129675.99999999999,63.829787234042705
145,130564.0,67.56756756756717
146,131404.0,71.42857142857113
147,132280.0,68.49315068493114
148,133260.0,61.224489795919006
149,134156.0,66.9642857142846
150,135060.0,66.37168141592947
151,135912.0,70.42253521126729
152,136796.0,67.87330316742188
153,137712.0,65.50218340611376
154,138564.0,70.42253521126729
155,139548.0,60.975609756097015
156,140424.0,68.49315068493114
157,141412.0,60.72874493927128
158,142204.0,75.75757575757561
159,143228.0,58.59374999999995
160,144144.0,65.50218340611376
161,145048.0,66.37168141592947
162,145888.0,71.42857142857113
163,146844.0,62.76150627615136
164,147740.0,66.9642857142846
165,148576.0,71.77033492823101
166,149532.0,62.76150627614949
167,150388.0,70.09345794392569
168,151276.0,67.56756756756717
169,152124.0,70.75471698113334
170,152964.0,71.42857142857113
171,153816.0,70.42253521126729
172,154664.0,70.75471698113334
173,155512.0,70.75471698113097
174,156348.0,71.77033492822858
175,157152.0,74.62686567164424
176,158056.0,66.37168141592738
177,158908.0,70.42253521126963
178,159680.0,77.72020725388401
179,160564.0,67.87330316742188
180,161484.0,65.21739130434669
181,162336.0,70.42253521126729
182,163208.0,68.80733944954241
183,164080.0,68.80733944954017
184,164932.0,70.42253521126963
185,165808.0,68.49315068493114
186,166688.0,68.18181818181853
187,167548.0,69.767441860464
188,168424.0,68.49315068493114
189,169248.0,72.81553398058395
190,170168.0,65.21739130434669
191,171048.0,68.18181818181853
192,171928.0,68.18181818181853
193,172800.0,68.80733944954017
194,173684.0,67.87330316742188
195,174512.0,72.46376811594178
196,175416.0,66.37168141592947
197,176344.0,64.6551724137933
198,177124.0,76.9230769230768
199,178132.0,59.52380952380895
200,179032.0,66.66666666666625
201,179876.0,71.09004739336542
202,180792.0,65.50218340611376
203,181692.0,66.66666666666625
204,182600.0,66.07929515418597
205,183556.0,62.76150627614949
206,184420.0,69.44444444444638
207,185372.0,63.025210084031855
208,186292.0,65.21739130434871
209,187208.0,65.50218340611376
210,188132.0,64.93506493506447
211,189052.0,65.21739130434871
212,189908.0,70.09345794392569
213,190820.0,65.78947368421008
214,191788.0,61.98347107437903
215,192696.0,66.07929515418597
216,193608.0,65.78947368421008
217,194516.0,66.07929515418597
218,195408.0,67.2645739910317
219,196316.0,66.0792951541839
220,197172.0,70.09345794392569
221,198140.0,61.98347107438085
222,199040.0,66.66666666666625
223,199948.0,66.0792951541839
224,200872.0,64.93506493506447
225,201728.0,70.09345794392569
226,202696.0,61.98347107438085
227,203544.0,70.75471698113097
228,204420.0,68.49315068493335
229,205448.0,58.365758754862675
230,206364.0,65.50218340611376
231,207268.0,66.37168141592947
232,208128.0,69.76744186046632
233,209092.0,62.24066390041319
234,209944.0,70.42253521126963
235,210912.0,61.98347107437903
236,211752.0,71.42857142857113
237,212740.0,60.72874493927128
238,213608.0,69.12442396313403
239,214512.0,66.37168141592947
240,215508.0,60.24096385542112
241,216424.0,65.50218340611376
242,217348.0,64.93506493506447
243,218252.0,66.37168141592947
244,219116.0,69.4444444444441
245,220088.0,61.728395061729664
246,220984.0,66.9642857142846
247,221900.0,65.50218340611376
248,222820.0,65.21739130434871
249,223648.0,72.46376811594178
250,224648.0,60.0
251,225564.0,65.50218340611376
252,226468.0,66.37168141592947
253,227384.0,65.50218340611376
254,228288.0,66.37168141592738
255,229180.0,67.2645739910317
256,230084.0,66.37168141592947
257,230992.0,66.07929515418597
258,231892.0,66.66666666666625
259,232724.0,72.11538461538517
260,233720.0,60.24096385542112
261,234516.0,75.37688442211129
262,235548.0,58.13953488372033
263,236484.0,64.10256410256362
264,237408.0,64.93506493506646
265,238336.0,64.65517241379132
266,239264.0,64.6551724137933
267,240184.0,65.21739130434871
268,241108.0,64.93506493506447
269,241984.0,68.49315068493114
270,242964.0,61.224489795919006
271,243832.0,69.12442396313403
272,244756.0,64.93506493506447
273,245736.0,61.224489795919006
274,246616.0,68.18181818181633
275,247548.0,64.3776824034343
276,248528.0,61.224489795919006
277,249336.0,74.25742574257231
278,250376.0,57.692307692308134
279,251300.0,64.93506493506447
280,252216.0,65.50218340611376
281,253064.0,70.75471698113334
282,253952.0,67.56756756756717
283,254948.0,60.24096385542112
284,255868.0,65.21739130434871
285,256724.0,70.09345794392569
286,257696.00000000003,61.728395061726054
287,258616.0,65.21739130435073
288,259528.00000000003,65.78947368420803
289,260387.99999999997,69.76744186046862
290,261296.0,66.0792951541839
291,262256.0,62.500000000001336
292,263148.0,67.26457399102742
293,263936.0,76.14213197969987
294,264952.0,59.055118110235085
295,265840.0,67.56756756756933
296,266744.0,66.3716814159253
297,267644.0,66.66666666666835
298,268532.0,67.56756756756933
299,269380.0,70.75471698113097
300,270332.0,63.02521008403373
301,271212.0,68.18181818181853
302,272064.0,70.42253521126494
303,273024.0,62.500000000001336
304,273908.0,67.87330316741969
305,274736.0,72.46376811594426
306,275724.0,60.72874493927128
307,276620.0,66.9642857142846
308,277544.0,64.93506493506646
309,278380.0,71.77033492822858
310,279360.0,61.22448979591723
311,280280.0,65.21739130435073
312,281208.0,64.65517241378933
313,282120.0,65.78947368421214
314,283040.0,65.21739130434669
315,283856.0,73.52941176470821
316,284584.0,82.41758241758144
317,285732.0,52.26480836236822
318,286732.0,60.0
319,287648.0,65.50218340611376
320,288556.0,66.07929515418803
321,289464.0,66.0792951541839
322,290372.0,66.0792951541839
323,291272.0,66.66666666666835
