"","time","hr","phase"
"1225",7846.46575999,83,3
"1226",7851.46575999,84,3
"1227",7857.46575999,84,3
"1228",7866.46575999,84,3
"1229",7867.46575999,84,3
"1230",7872.46575999,80,3
"1231",7877.46575999,82,3
"1232",7883.46575999,82,3
"1233",7888.46572995,82,3
"1234",7893.46575999,84,3
"1235",7898.46575999,85,3
"1236",7904.46575999,86,3
"1237",7908.46575999,86,3
"1238",7913.46575999,85,3
"1239",7918.46575999,84,3
"1240",7923.46572995,83,3
"1241",7928.46575999,82,3
"1242",7933.46575999,82,3
"1243",7939.46575999,82,3
"1244",7944.46575999,85,3
"1245",7950.46575999,86,3
"1246",7956.46575999,86,3
"1247",7961.46572995,86,3
"1248",7968.46575999,84,3
"1249",7971.46572995,81,3
"1250",7976.46572995,82,3
"1251",7981.46575999,85,3
"1252",7986.46572995,85,3
"1253",7991.46575999,83,3
"1254",7997.46572995,84,3
"1255",8002.46575999,86,3
"1256",8007.46572995,84,3
"1257",8012.46575999,81,3
"1258",8018.46575999,82,3
"1259",8026.46575999,85,3
"1260",8029.46572995,84,3
"1261",8034.46575999,82,3
"1262",8040.46575999,83,3
"1263",8045.46575999,84,3
"1264",8050.46575999,80,3
"1265",8055.46575999,82,3
"1266",8060.46575999,84,3
"1267",8066.46575999,86,3
"1268",8072.46575999,85,3
"1269",8077.46575999,83,3
"1270",8082.46575999,83,3
"1271",8087.46575999,85,3
"1272",8092.46575999,84,3
"1273",8097.46575999,83,3
"1274",8102.46575999,84,3
"1275",8107.46572995,84,3
"1276",8112.46575999,86,3
"1277",8117.46575999,83,3
"1278",8123.46575999,82,3
"1279",8128.46575999,83,3
"1280",8133.46575999,83,3
"1281",8138.46575999,83,3
"1282",8143.46575999,83,3
"1283",8148.46572995,85,3
"1284",8153.46575999,83,3
"1285",8158.46575999,85,3
"1286",8163.46572995,86,3
"1287",8168.46572995,85,3
"1288",8173.46572995,83,3
"1289",8178.46575999,82,3
"1290",8183.46575999,82,3
"1291",8192.46575999,82,3
"1292",8193.46575999,82,3
"1293",8198.46575999,82,3
"1294",8203.46575999,82,3
"1295",8208.46572995,85,3
"1296",8213.46575999,84,3
"1297",8218.46572995,84,3
"1298",8223.46575999,85,3
"1299",8229.46572995,84,3
"1300",8233.46575999,84,3
"1301",8238.46575999,83,3
"1302",8243.46575999,84,3
"1303",8248.46575999,84,3
"1304",8253.46575999,83,3
"1305",8258.46572995,84,3
"1306",8263.46575999,84,3
"1307",8268.46572995,83,3
"1308",8273.46575999,83,3
"1309",8278.46572995,83,3
"1310",8283.46572995,80,3
"1311",8288.46575999,83,3
"1312",8293.46575999,86,3
"1313",8298.46575999,85,3
"1314",8303.46575999,82,3
"1315",8308.46575999,83,3
"1316",8313.46575999,85,3
"1317",8319.46572995,83,3
"1318",8324.46575999,83,3
"1319",8329.46575999,81,3
"1320",8335.46572995,82,3
"1321",8340.46572995,84,3
"1322",8345.46575999,85,3
"1323",8350.46575999,85,3
"1324",8355.46575999,85,3
"1325",8360.46575999,82,3
"1326",8365.46572995,82,3
"1327",8370.46575999,84,3
"1328",8375.46575999,86,3
"1329",8380.46575999,85,3
"1330",8385.46575999,83,3
"1331",8390.46575999,82,3
"1332",8396.46575999,82,3
"1333",8402.46575999,82,3
"1334",8408.46575999,85,3
"1335",8413.46575999,86,3
"1336",8418.46572995,86,3
"1337",8423.46572995,86,3
"1338",8428.46575999,86,3
"1339",8433.46575999,86,3
"1340",8438.46575999,85,3
"1341",8443.46572995,85,3
"1342",8448.46575999,85,3
"1343",8454.46575999,86,3
"1344",8459.46575999,86,3
"1345",8464.46572995,84,3
"1346",8469.46572995,84,3
"1347",8474.46572995,84,3
"1348",8479.46572995,84,3
"1349",8484.46572995,85,3
"1350",8489.46575999,86,3
"1351",8494.46572995,86,3
"1352",8499.46575999,85,3
"1353",8504.46575999,85,3
"1354",8509.46575999,85,3
"1355",8515.46575999,85,3
"1356",8521.46572995,85,3
"1357",8526.46575999,85,3
"1358",8532.46575999,83,3
"1359",8537.46575999,84,3
"1360",8542.46572995,84,3
"1361",8547.46575999,85,3
"1362",8552.46575999,84,3
"1363",8557.46575999,85,3
"1364",8562.46575999,85,3
"1365",8567.46575999,84,3
"1366",8572.46572995,85,3
"1367",8577.46572995,85,3
"1368",8583.46575999,82,3
"1369",8588.46575999,83,3
"1370",8593.46575999,85,3
"1371",8598.46575999,85,3
"1372",8603.46575999,85,3
"1373",8608.46575999,84,3
"1374",8613.46572995,84,3
"1375",8618.46575999,84,3
"1376",8623.46572995,84,3
"1377",8628.46575999,84,3
"1378",8633.46572995,85,3
"1379",8638.46575999,85,3
"1380",8643.46575999,85,3
"1381",8648.46575999,83,3
"1382",8657.46575999,87,3
"1383",8659.46575999,86,3
"1384",8664.46575999,82,3
"1385",8669.46575999,84,3
"1386",8674.46575999,84,3
"1387",8679.46575999,83,3
"1388",8684.46575999,83,3
"1389",8689.46575999,83,3
"1390",8694.46575999,83,3
"1391",8699.46575999,83,3
"1392",8704.46572995,84,3
"1393",8709.46575999,85,3
"1394",8714.46575999,84,3
"1395",8719.46575999,82,3
"1396",8724.46575999,83,3
"1397",8729.46575999,84,3
"1398",8734.46572995,83,3
"1399",8739.46575999,84,3
"1400",8744.46575999,86,3
"1401",8749.46572995,85,3
"1402",8758.46575999,83,3
"1403",8759.46575999,82,3
"1404",8764.46575999,82,3
"1405",8769.46575999,83,3
"1406",8774.46575999,85,3
"1407",8779.46575999,86,3
"1408",8784.46575999,85,3
"1409",8793.46575999,84,3
"1410",8797.46575999,84,3
"1411",8800.46572995,84,3
"1412",8805.46575999,85,3
"1413",8810.46575999,85,3
"1414",8815.46575999,85,3
"1415",8820.46575999,85,3
"1416",8828.46575999,82,3
"1417",8830.46575999,83,3
"1418",8835.46575999,83,3
"1419",8840.46572995,82,3
"1420",8845.46575999,82,3
"1421",8850.46575999,82,3
"1422",8855.46575999,82,3
"1423",8860.46572995,83,3
"1424",8865.46572995,84,3
"1425",8870.46575999,84,3
"1426",8875.46575999,84,3
"1427",8880.46575999,84,3
"1428",8885.46575999,84,3
"1429",8890.46575999,86,3
"1430",8895.46575999,86,3
"1431",8900.46575999,85,3
"1432",8905.46572995,84,3
"1433",8910.46575999,85,3
"1434",8915.46575999,84,3
"1435",8921.46575999,85,3
"1436",8926.46575999,84,3
"1437",8931.46575999,83,3
"1438",8936.46575999,83,3
"1439",8941.46575999,83,3
"1440",8946.46575999,86,3
"1441",8951.46575999,85,3
"1442",8956.46575999,84,3
"1443",8961.46575999,83,3
"1444",8966.46575999,83,3
"1445",8971.46575999,86,3
"1446",8976.46575999,84,3
"1447",8981.46575999,83,3
"1448",8991.46572995,86,3
"1449",8993.46572995,81,3
"1450",8998.46575999,82,3
"1451",9003.46575999,83,3
"1452",9008.4681201,84,3
"1453",9014.4681201,84,3
"1454",9019.4681201,82,3
"1455",9024.4681201,83,3
"1456",9029.46809006,83,3
"1457",9034.46809006,83,3
"1458",9039.4681201,83,3
"1459",9044.4681201,83,3
"1460",9049.4681201,82,3
"1461",9054.4681201,82,3
"1462",9060.4681201,82,3
"1463",9065.4681201,83,3
"1464",9070.4681201,83,3
"1465",9075.4681201,83,3
"1466",9081.4681201,81,3
"1467",9086.46809006,81,3
"1468",9091.4681201,81,3
"1469",9098.46809006,81,3
"1470",9101.4681201,82,3
"1471",9110.4681201,83,3
"1472",9111.4681201,84,3
"1473",9117.4681201,83,3
"1474",9122.4681201,81,3
"1475",9132.4681201,82,3
"1476",9133.4681201,82,3
"1477",9139.4681201,82,3
"1478",9145.4681201,81,3
"1479",9150.4681201,80,3
"1480",9157.4681201,83,3
"1481",9160.4681201,83,3
"1482",9165.4681201,84,3
"1483",9171.4681201,86,3
"1484",9176.4681201,83,3
"1485",9182.4681201,82,3
"1486",9187.4681201,81,3
"1487",9192.4681201,81,3
"1488",9197.4681201,84,3
"1489",9202.4681201,81,3
"1490",9207.46809006,82,3
"1491",9212.4681201,83,3
"1492",9217.46809006,83,3
"1493",9222.4681201,83,3
"1494",9227.4681201,83,3
"1495",9232.4681201,80,3
"1496",9237.46809006,81,3
"1497",9242.4681201,82,3
"1498",9247.4681201,83,3
"1499",9252.4681201,83,3
"1500",9257.4681201,83,3
"1501",9262.46809006,82,3
"1502",9271.4681201,84,3
"1503",9272.4681201,84,3
"1504",9277.4681201,79,3
"1505",9283.4681201,82,3
"1506",9289.4681201,80,3
"1507",9296.4681201,81,3
"1508",9299.46809006,79,3
"1509",9304.4681201,80,3
"1510",9309.4681201,79,3
"1511",9314.4681201,82,3
"1512",9319.46809006,83,3
"1513",9324.4681201,83,3
"1514",9329.4681201,83,3
"1515",9334.4681201,81,3
"1516",9339.4681201,83,3
"1517",9344.4681201,83,3
"1518",9350.4681201,80,3
"1519",9355.4681201,82,3
"1520",9360.46809006,81,3
"1521",9365.4681201,81,3
"1522",9370.46809006,81,3
"1523",9375.4681201,82,3
"1524",9381.4681201,82,3
"1525",9386.4681201,82,3
"1526",9391.4681201,82,3
"1527",9396.46809006,82,3
"1528",9401.4681201,82,3
"1529",9410.4681201,83,3
"1530",9411.46809006,82,3
"1531",9416.4681201,78,3
"1532",9422.4681201,80,3
"1533",9427.4681201,82,3
"1534",9433.4681201,81,3
"1535",9438.4681201,79,3
"1536",9443.4681201,79,3
"1537",9448.4681201,80,3
"1538",9453.46809006,77,3
"1539",9458.4681201,77,3
"1540",9464.4681201,78,3
"1541",9469.4681201,78,3
"1542",9475.4681201,79,3
"1543",9480.4681201,79,3
"1544",9484.46809006,79,3
"1545",9489.46809006,79,3
"1546",9494.4681201,79,3
"1547",9499.4681201,79,3
"1548",9504.4681201,80,3
"1549",9541.4681201,81,1
"1550",9545.4681201,81,1
"1551",9550.4681201,81,1
"1552",9555.4681201,84,1
"1553",9560.4681201,85,1
"1554",9565.4681201,85,1
"1555",9571.4681201,85,1
"1556",9579.4681201,112,1
"1557",9584.4681201,112,1
"1558",9587.4681201,112,1
"1559",9593.4681201,87,1
"1560",9598.4681201,86,1
"1561",9605.4681201,77,2
"1562",9610.4681201,77,2
"1563",9615.4681201,77,2
"1564",9620.4681201,80,2
"1565",9621.4681201,80,2
"1566",9629.46809006,72,2
"1567",9635.46809006,74,2
"1568",9639.4681201,75,2
"1569",9642.4681201,76,2
"1570",9647.46809006,72,2
"1571",9654.4681201,72,2
"1572",9657.4681201,71,2
"1573",9662.46809006,72,2
"1574",9667.46809006,72,2
"1575",9675.4681201,72,2
"1576",9677.4681201,72,2
"1577",9682.4681201,79,2
"1578",9688.46809006,81,2
"1579",9693.4681201,80,2
"1580",9702.4681201,69,2
"1581",9703.4681201,69,2
"1582",9708.4681201,71,2
"1583",9713.4681201,69,2
"1584",9718.4681201,71,2
"1585",9727.4681201,72,2
"1586",9732.4681201,71,2
"1587",9733.4681201,71,2
"1588",9738.46809006,71,2
"1589",9743.4681201,71,2
"1590",9748.4681201,71,2
"1591",9753.4681201,71,2
"1592",9760.46809006,72,2
"1593",9763.4681201,71,2
"1594",9768.4681201,71,2
"1595",9773.46809006,71,2
"1596",9780.4681201,71,2
"1597",9783.46809006,75,2
"1598",9788.4681201,73,2
"1599",9794.4681201,74,2
"1600",9799.46809006,74,2
"1601",9804.4681201,75,2
"1602",9810.4681201,84,2
"1603",9814.4681201,83,2
"1604",9820.4681201,83,2
"1605",9827.46809006,72,2
"1606",9834.4681201,70,2
"1607",9837.4681201,71,2
"1608",9842.4681201,76,2
"1609",9851.4681201,77,2
"1610",9852.4681201,77,2
"1611",9859.4681201,71,2
"1612",9863.4681201,72,2
"1613",9867.4681201,71,2
"1614",9873.4681201,72,2
"1615",9881.4681201,72,2
"1616",9883.46809006,72,2
"1617",9891.4681201,72,2
"1618",9896.46809006,72,2
"1619",9898.46809006,72,2
"1620",9903.4681201,73,2
"1621",9909.4681201,73,2
"1622",9915.4681201,75,2
"1623",9920.4681201,77,2
"1624",9926.4681201,77,2
"1625",9931.4681201,87,2
"1626",9936.4681201,87,2
"1627",9941.4681201,87,2
"1628",9948.4681201,74,2
"1629",9951.4681201,75,2
"1630",9956.4681201,75,2
"1631",9964.4681201,73,1
"1632",9967.46809006,73,1
"1633",9972.4681201,73,1
"1634",9977.4681201,74,1
"1635",9982.4681201,77,1
"1636",9990.4681201,76,2
"1637",9994.4681201,76,2
"1638",9997.46809006,76,2
"1639",10002.4681201,76,2
"1640",10007.4681201,83,2
"1641",10013.4681201,70,2
"1642",10021.4681201,76,2
"1643",10022.4681201,77,2
"1644",10027.4681201,76,2
"1645",10032.4681201,75,2
"1646",10037.4681201,77,2
"1647",10042.4681201,78,2
"1648",10047.4681201,78,2
"1649",10052.4681201,89,1
"1650",10059.4681201,86,1
"1651",10063.4681201,86,1
"1652",10072.4681201,80,1
"1653",10074.4681201,85,1
"1654",10082.4681201,77,1
"1655",10084.4681201,77,1
"1656",10088.4681201,78,1
"1657",10096.4681201,73,1
"1658",10098.4680901,73,1
"1659",10103.4681201,77,1
"1660",10108.4681201,76,1
"1661",10118.4681201,82,1
"1662",10120.4681201,82,1
"1663",10125.4681201,82,1
"1664",10131.4681201,75,1
"1665",10136.4681201,74,1
"1666",10141.4681201,74,2
"1667",10146.4681201,74,2
"1668",10154.4681201,74,2
"1669",10156.4681201,73,2
"1670",10161.4681201,72,2
"1671",10166.4680901,73,2
"1672",10171.4681201,75,1
"1673",10177.4681201,75,1
"1674",10184.4681201,75,1
"1675",10187.4681201,77,1
"1676",10192.4681201,77,1
"1677",10197.4681201,78,1
"1678",10202.4681201,79,1
"1679",10207.4681201,79,1
"1680",10212.4681201,79,1
"1681",10218.4681201,73,1
"1682",10223.4681201,76,1
"1683",10228.4681201,74,1
"1684",10233.4681201,75,5
"1685",10238.4681201,80,5
"1686",10244.4681201,80,5
"1687",10249.4681201,79,5
"1688",10254.4681201,79,5
"1689",10260.4680901,80,5
"1690",10265.4681201,79,5
"1691",10270.4681201,80,5
"1692",10280.4681201,85,5
"1693",10281.4681201,84,5
"1694",10287.4681201,83,5
"1695",10292.4680901,82,5
"1696",10297.4681201,83,5
"1697",10307.4681201,77,5
"1698",10308.4681201,78,5
"1699",10313.4681201,79,5
"1700",10318.4681201,80,5
"1701",10323.4681201,82,5
"1702",10329.4681201,81,5
"1703",10335.4680901,82,5
"1704",10340.4680901,79,5
"1705",10345.4680901,78,5
"1706",10350.4681201,77,5
"1707",10355.4680901,77,5
"1708",10360.4681201,81,5
"1709",10366.4680901,81,5
"1710",10371.4681201,81,5
"1711",10379.4681201,81,5
"1712",10381.4680901,86,5
"1713",10386.4681201,86,5
"1714",10394.4681201,80,5
"1715",10396.4681201,81,5
"1716",10401.4680901,79,5
"1717",10406.4680901,78,5
"1718",10411.4681201,80,5
"1719",10416.4681201,79,5
"1720",10421.4681201,79,5
"1721",10427.4681201,79,5
"1722",10432.4681201,79,5
"1723",10442.4681201,84,5
"1724",10447.4681201,83,5
"1725",10448.4681201,83,5
"1726",10453.4681201,82,5
"1727",10462.4681201,90,5
"1728",10464.4681201,88,5
"1729",10468.4681201,86,5
"1730",10473.4681201,84,5
"1731",10480.4681201,75,5
"1732",10483.4681201,74,5
"1733",10488.4680901,74,5
"1734",10493.4680901,72,5
"1735",10498.4681201,72,5
"1736",10504.4681201,74,5
"1737",10509.4681201,76,5
"1738",10514.4680901,75,5
"1739",10519.4681201,77,5
"1740",10524.4681201,78,5
"1741",10529.4681201,79,5
"1742",10534.4681201,79,5
"1743",10539.4681201,79,5
"1744",10544.4681201,79,5
"1745",10549.4681201,82,5
"1746",10555.4681201,81,5
"1747",10560.4681201,81,5
"1748",10565.4681201,82,5
"1749",10570.4681201,81,5
"1750",10575.4681201,77,5
"1751",10580.4681201,77,5
"1752",10585.4681201,80,5
"1753",10590.4681201,80,5
"1754",10597.4681201,79,5
"1755",10604.4681201,82,5
"1756",10606.4681201,84,5
"1757",10611.4681201,82,5
"1758",10619.4681201,81,5
"1759",10622.4681201,80,5
"1760",10627.4681201,75,5
"1761",10632.4681201,78,5
"1762",10637.4681201,77,5
"1763",10642.4681201,76,5
"1764",10647.4681201,76,5
"1765",10653.4680901,78,5
"1766",10658.4681201,81,5
"1767",10663.4681201,81,5
"1768",10669.4681201,80,5
"1769",10674.4681201,80,5
"1770",10680.4681201,77,5
"1771",10685.4681201,77,5
"1772",10690.4680901,77,5
"1773",10695.4680901,77,5
"1774",10700.4681201,77,5
"1775",10707.4681201,80,5
"1776",10710.4681201,80,5
"1777",10715.4680901,80,5
"1778",10720.4681201,77,5
"1779",10730.4681201,80,5
"1780",10731.4681201,78,5
"1781",10736.4681201,78,5
"1782",10741.4681201,82,5
"1783",10746.4681201,82,5
"1784",10751.4681201,83,5
"1785",10756.4681201,80,5
"1786",10762.4680901,79,5
"1787",10770.4681201,76,5
"1788",10776.4681201,75,5
"1789",10780.4681201,72,5
"1790",10783.4681201,74,5
"1791",10789.4681201,78,5
"1792",10794.4681201,79,5
"1793",10799.4681201,79,5
"1794",10804.4680901,79,5
"1795",10809.4681201,77,5
"1796",10814.4681201,73,5
"1797",10819.4680901,72,5
"1798",10824.4680901,72,5
"1799",10829.4681201,73,5
"1800",10834.4681201,73,5
"1801",10839.4681201,74,5
"1802",10847.4681201,80,5
"1803",10849.4681201,78,5
"1804",10854.4681201,76,5
"1805",10859.4680901,80,5
"1806",10867.4681201,71,5
"1807",10870.4681201,71,5
"1808",10879.4681201,75,5
"1809",10882.4681201,75,5
"1810",10886.4681201,69,5
"1811",10890.4681201,70,5
"1812",10895.4681201,75,5
"1813",10900.4681201,74,5
"1814",10906.4681201,74,5
"1815",10910.4681201,70,5
"1816",10915.4681201,71,5
"1817",10920.4681201,71,5
"1818",10925.4681201,71,5
"1819",10930.4681201,73,5
"1820",10936.4681201,72,5
"1821",10941.4681201,76,5
"1822",10946.4681201,77,5
"1823",10951.4681201,75,5
"1824",10956.4681201,74,5
"1825",10962.4680901,75,5
"1826",10967.4681201,75,5
"1827",10972.4680901,78,5
"1828",10979.4681201,78,5
"1829",10982.4681201,80,5
"1830",10988.4681201,75,5
"1831",10993.4681201,75,5
"1832",10999.4681201,73,5
"1833",11004.4680901,73,5
"1834",11009.4680901,74,5
"1835",11014.4681201,74,5
"1836",11019.4680901,72,5
"1837",11024.4681201,73,5
"1838",11033.4680901,76,5
"1839",11035.4680901,72,5
"1840",11040.4681201,71,5
"1841",11045.4680901,79,5
"1842",11050.4681201,73,5
"1843",11055.4681201,75,5
"1844",11061.4681201,75,5
"1845",11066.4681201,73,5
"1846",11071.4681201,72,5
"1847",11076.4680901,72,5
"1848",11085.4681201,76,5
"1849",11087.4681201,76,5
"1850",11091.4680901,72,5
"1851",11096.4681201,73,5
"1852",11101.4680901,74,5
"1853",11106.4681201,75,5
"1854",11111.4681201,77,5
"1855",11116.4681201,77,5
"1856",11121.4681201,76,5
"1857",11129.4681201,76,5
"1858",11136.4681201,77,5
"1859",11137.4681201,77,5
"1860",11142.4681201,75,5
"1861",11150.4681201,68,5
"1862",11155.4680901,71,5
"1863",11157.4681201,74,5
"1864",11163.4681201,75,5
"1865",11173.4681201,71,5
"1866",11174.4681201,72,5
"1867",11180.4680901,72,5
"1868",11185.4681201,75,5
"1869",11191.4680901,76,5
"1870",11196.4680901,77,5
"1871",11203.4681201,76,5
"1872",11206.4681201,72,5
"1873",11211.4681201,71,5
"1874",11216.4681201,72,5
"1875",11224.4681201,72,5
"1876",11229.4681201,76,5
"1877",11233.4681201,74,5
"1878",11237.4680901,70,5
"1879",11242.4681201,71,5
"1880",11247.4681201,71,5
"1881",11252.4681201,69,5
"1882",11262.4681201,72,5
"1883",11263.4680901,74,5
"1884",11268.4681201,75,5
"1885",11273.4681201,74,5
"1886",11279.4680901,74,5
"1887",11287.4680901,79,5
"1888",11289.4681201,80,5
"1889",11298.4681201,82,5
"1890",11302.4681201,82,5
"1891",11304.4681201,81,5
"1892",11311.4681201,70,5
"1893",11314.4681201,71,5
"1894",11319.4681201,70,5
"1895",11324.4681201,70,5
"1896",11329.4681201,77,5
"1897",11335.4681201,77,5
"1898",11341.4681201,71,5
"1899",11346.4681201,71,5
"1900",11351.4681201,71,5
"1901",11356.4681201,70,5
"1902",11362.4681201,73,5
"1903",11367.4681201,74,5
"1904",11375.4681201,77,5
"1905",11376.4680901,78,5
"1906",11381.4681201,76,5
"1907",11386.4681201,74,5
"1908",11394.4681201,74,5
"1909",11396.4680901,73,5
"1910",11404.4681201,73,5
"1911",11406.4681201,73,5
"1912",11412.4680901,67,5
"1913",11419.4681201,77,5
"1914",11422.4681201,75,5
"1915",11427.4681201,74,5
"1916",11433.4681201,77,5
"1917",11439.4681201,75,5
"1918",11444.4681201,73,5
"1919",11449.4681201,73,5
"1920",11454.4680901,72,5
"1921",11459.4680901,72,5
"1922",11464.4681201,72,5
"1923",11472.4681201,72,5
"1924",11474.4681201,71,5
"1925",11480.4680901,73,5
"1926",11488.4680901,73,5
"1927",11490.4681201,77,5
"1928",11495.4681201,77,5
"1929",11500.4681201,77,5
"1930",11505.4681201,76,5
"1931",11510.4681201,76,5
"1932",11517.4681201,78,5
"1933",11520.4681201,78,5
"1934",11526.4680901,77,5
"1935",11534.4681201,76,5
"1936",11536.4681201,76,5
"1937",11544.4681201,77,5
"1938",11549.4681201,79,5
"1939",11555.4681201,74,5
"1940",11556.4681201,74,5
"1941",11561.4680901,75,5
"1942",11566.4680901,84,5
"1943",11573.4681201,68,5
"1944",11576.4681201,68,5
"1945",11586.4681201,68,5
"1946",11589.4680901,70,5
"1947",11592.4681201,71,5
"1948",11597.4680901,71,5
"1949",11602.4680901,70,5
"1950",11607.4681201,71,5
"1951",11616.4681201,73,5
"1952",11620.4681201,75,5
"1953",11622.4681201,73,5
"1954",11630.4681201,74,5
"1955",11633.4680901,75,5
"1956",11638.4680901,74,5
"1957",11647.4681201,72,5
"1958",11649.4681201,70,5
"1959",11653.4681201,69,5
"1960",11658.4681201,69,5
"1961",11667.4680901,68,5
"1962",11669.4680901,70,5
"1963",11674.4681201,70,5
"1964",11679.4681201,69,5
"1965",11684.4681201,69,5
"1966",11689.4681201,72,5
"1967",11694.4681201,74,5
"1968",11699.4681201,73,5
"1969",11708.4681201,75,5
"1970",11709.4681201,75,5
"1971",11718.4680901,76,5
"1972",11720.4681201,77,5
"1973",11725.4681201,77,5
"1974",11734.4681201,77,5
"1975",11737.4680901,77,5
"1976",11740.4681201,69,5
"1977",11746.4680901,75,5
"1978",11754.4681201,70,5
"1979",11756.4680901,70,5
"1980",11761.4681201,71,5
"1981",11766.4681201,69,5
"1982",11771.4681201,70,5
"1983",11776.4680901,70,5
"1984",11781.4681201,70,5
"1985",11786.4681201,68,5
"1986",11791.4681201,70,5
"1987",11796.4680901,73,5
"1988",11801.4681201,74,5
"1989",11810.4681201,76,5
"1990",11812.4681201,75,5
"1991",11817.4680901,75,5
"1992",11822.4681201,76,5
"1993",11828.4681201,73,5
"1994",11832.4681201,71,5
"1995",11841.4681201,68,5
"1996",11843.4681201,68,5
"1997",11847.4681201,68,5
"1998",11852.4681201,68,5
"1999",11857.4681201,68,5
"2000",11862.4681201,69,5
"2001",11867.4681201,71,5
"2002",11872.4681201,70,5
"2003",11877.4681201,71,5
"2004",11912.4681201,72,1
"2005",11914.4681201,70,1
"2006",11918.4681201,67,1
"2007",11923.4681201,67,1
"2008",11928.4681201,68,1
"2009",11937.4681201,80,1
"2010",11941.4681201,77,1
"2011",11943.4681201,76,1
"2012",11949.4681201,71,1
"2013",11954.4681201,71,1
"2014",11960.4680901,72,1
"2015",11965.4681201,70,1
"2016",11970.4681201,68,2
"2017",11976.4680901,68,2
"2018",11981.4681201,68,2
"2019",11986.4681201,67,2
"2020",11991.4681201,66,2
"2021",12001.4680901,67,2
"2022",12003.4681201,67,2
"2023",12008.4681201,68,2
"2024",12017.4681201,68,2
"2025",12022.4681201,67,2
"2026",12023.4681201,66,2
"2027",12028.4680901,67,2
"2028",12033.4681201,67,2
"2029",12038.4681201,67,2
"2030",12044.4681201,69,2
"2031",12049.4680901,69,2
"2032",12054.4681201,70,2
"2033",12060.4681201,70,2
"2034",12064.4681201,69,2
"2035",12069.4681201,68,2
"2036",12074.4681201,68,2
"2037",12079.4681201,68,2
"2038",12084.4680901,68,2
"2039",12089.4680901,68,2
"2040",12094.4680901,69,2
"2041",12099.4681201,70,2
"2042",12106.4681201,70,2
"2043",12109.4681201,69,2
"2044",12114.4681201,68,2
"2045",12122.4681201,68,2
"2046",12127.4681201,67,2
"2047",12129.4681201,66,2
"2048",12137.4681201,67,2
"2049",12139.4681201,67,2
"2050",12144.4681201,67,2
"2051",12151.4680901,67,2
"2052",12154.4680901,67,2
"2053",12159.4681201,67,2
"2054",12164.4681201,67,2
"2055",12169.4681201,68,2
"2056",12174.4681201,68,2
"2057",12179.4680901,67,2
"2058",12184.4681201,67,2
"2059",12189.4680901,67,2
"2060",12194.4681201,67,2
"2061",12199.4681201,67,2
"2062",12204.4680901,67,2
"2063",12213.4680901,68,2
"2064",12215.4681201,67,2
"2065",12220.4680901,67,2
"2066",12225.4681201,68,2
"2067",12232.4681201,68,2
"2068",12235.4681201,68,2
"2069",12240.4681201,68,2
"2070",12246.4681201,68,2
"2071",12251.4681201,68,2
"2072",12257.4681201,67,2
"2073",12262.4680901,67,2
"2074",12269.4681201,67,2
"2075",12363.4681201,79,1
"2076",12369.4681201,68,1
"2077",12374.4681201,65,1
"2078",12378.4681201,67,1
"2079",12383.4680901,63,1
"2080",12388.4680901,64,1
"2081",12393.4681201,64,2
"2082",12402.4681201,64,2
"2083",12406.4680901,66,2
"2084",12408.4681201,66,2
"2085",12413.4681201,65,2
"2086",12418.4681201,65,2
"2087",12423.4681201,65,2
"2088",12428.4681201,65,2
"2089",12433.4681201,66,2
"2090",12440.4680901,66,2
"2091",12443.4681201,66,2
"2092",12448.4681201,66,2
"2093",12454.4680901,66,2
"2094",12458.4681201,66,2
"2095",12463.4681201,66,2
"2096",12471.4681201,66,2
"2097",12474.4681201,66,2
"2098",12479.4680901,66,2
"2099",12484.4681201,68,2
"2100",12490.4681201,68,2
"2101",12495.4681201,66,2
"2102",12500.4681201,66,2
"2103",12505.4681201,67,2
"2104",12510.4681201,67,2
"2105",12515.4681201,67,2
"2106",12521.4681201,68,2
"2107",12525.4681201,73,2
"2108",12530.4681201,73,2
"2109",12535.4681201,71,2
"2110",12540.4680901,70,2
"2111",12545.4681201,69,2
"2112",12550.4680901,69,2
"2113",12557.4681201,65,2
"2114",12560.4681201,66,2
"2115",12565.4680901,68,2
"2116",12570.4681201,71,2
"2117",12576.4681201,71,2
"2118",12581.4681201,69,2
"2119",12586.4681201,68,2
"2120",12592.4681201,69,2
"2121",12597.4681201,69,2
"2122",12603.4681201,68,2
"2123",12608.4680901,69,2
"2124",12613.4693799,70,2
"2125",12618.4693799,71,2
"2126",12623.4693799,70,2
"2127",12628.4693799,70,2
"2128",12633.4693799,69,2
"2129",12638.4693799,70,2
"2130",12644.4693799,66,2
"2131",12649.4693799,69,2
"2132",12654.4693799,72,2
"2133",12660.4693799,71,2
"2134",12665.4693799,71,2
"2135",12670.4693799,71,2
"2136",12676.4693501,70,2
"2137",12681.4693799,71,2
"2138",12686.4693799,71,2
"2139",12694.4693799,71,2
"2140",12696.4693799,70,2
"2141",12701.4693799,70,2
"2142",12706.4693799,70,2
"2143",12711.4693501,71,2
"2144",12720.4693799,72,2
"2145",12721.4693799,72,2
"2146",12730.4693501,73,2
"2147",12732.4693501,73,2
"2148",12737.4693799,72,2
"2149",12742.4693501,71,2
"2150",12747.4693799,70,2
"2151",12752.4693501,70,1
"2152",12758.4693501,68,1
"2153",12762.4693501,68,1
"2154",12767.4693799,68,1
"2155",12772.4693501,70,1
"2156",12778.4693799,71,1
