"","time","hr","phase"
"608",3403.84782004,69,2
"609",3408.84782004,69,2
"610",3412.84779,68,2
"611",3420.84782004,67,2
"612",3426.84779,68,2
"613",3429.84782004,68,2
"614",3433.84779,69,2
"615",3441.84782004,68,2
"616",3442.84782004,68,2
"617",3451.84782004,66,2
"618",3456.84782004,65,2
"619",3457.84782004,65,2
"620",3466.84779,65,2
"621",3471.84779,65,2
"622",3472.84779,65,2
"623",3477.84782004,66,2
"624",3485.84782004,65,2
"625",3491.84782004,65,2
"626",3494.84782004,65,2
"627",3499.84779,65,2
"628",3502.84779,65,2
"629",3507.84782004,67,2
"630",3516.84782004,64,2
"631",3518.84782004,64,2
"632",3526.84779,64,2
"633",3531.84782004,64,2
"634",3536.84782004,64,2
"635",3540.84782004,64,2
"636",3543.84782004,64,2
"637",3549.84782004,64,2
"638",3555.84779,64,2
"639",3558.84782004,65,2
"640",3562.84782004,65,2
"641",3571.84782004,63,2
"642",3576.84782004,64,2
"643",3579.84782004,63,2
"644",3582.84782004,64,2
"645",3587.84779,66,2
"646",3596.84782004,62,2
"647",3600.84782004,61,2
"648",3606.84782004,64,2
"649",3610.84782004,65,2
"650",3613.84782004,66,2
"651",3620.84779,67,2
"652",3623.84782004,67,2
"653",3627.84779,67,2
"654",3636.84779,63,2
"655",3640.84782004,64,2
"656",3642.84779,63,2
"657",3651.84779,64,2
"658",3654.84779,64,2
"659",3657.84782004,64,2
"660",3666.84782004,63,2
"661",3669.84782004,65,2
"662",3672.84782004,64,2
"663",3681.84782004,60,2
"664",3686.84782004,59,2
"665",3688.84779,59,2
"666",3692.84779,61,2
"667",3701.84782004,69,2
"668",3706.84782004,72,2
"669",3708.84782004,72,2
"670",3715.84782004,72,2
"671",3720.84782004,72,2
"672",3722.84782004,72,2
"673",3731.84782004,70,2
"674",3734.84779,71,2
"675",3737.84782004,71,2
"676",3746.84782004,69,2
"677",3750.84782004,68,2
"678",3752.84779,68,2
"679",3757.84782004,67,2
"680",3762.84782004,66,2
"681",3771.84779,64,2
"682",3775.84782004,65,2
"683",3777.84779,66,2
"684",3785.84782004,70,2
"685",3790.84782004,70,2
"686",3792.84782004,69,2
"687",3797.84779,68,2
"688",3805.84779,66,2
"689",3808.84782004,66,2
"690",3812.84782004,65,2
"691",3821.84779,62,2
"692",3823.84782004,62,2
"693",3830.84779,67,2
"694",3836.84779,70,2
"695",3837.84782004,70,2
"696",3846.84779,73,2
"697",3848.84779,72,2
"698",3856.84782004,69,2
"699",3859.84782004,68,2
"700",3863.84779,67,2
"701",3868.84782004,66,2
"702",3876.84782004,64,2
"703",3877.84782004,64,2
"704",3882.84782004,66,2
"705",3891.84782004,71,2
"706",3893.84782004,71,2
"707",3898.84779,73,2
"708",3903.84779,71,5
"709",3910.84782004,70,5
"710",3912.84782004,71,5
"711",3919.84782004,73,5
"712",3923.84782004,73,5
"713",3927.84779,71,5
"714",3936.84782004,62,5
"715",3941.84779,61,5
"716",3946.84782004,61,5
"717",3948.84782004,61,5
"718",3952.84782004,64,5
"719",3958.84782004,70,5
"720",3966.84782004,76,5
"721",3971.84779,75,5
"722",3976.84782004,73,5
"723",3977.84782004,72,5
"724",3986.84782004,68,5
"725",3991.84782004,66,5
"726",3996.84782004,67,5
"727",3997.84782004,67,5
"728",4006.84779,78,5
"729",4009.84782004,77,5
"730",4012.84779,76,5
"731",4021.84779,69,5
"732",4026.84782004,70,5
"733",4029.84782004,70,5
"734",4032.84779,71,5
"735",4039.84782004,72,5
"736",4046.84782004,73,5
"737",4049.84779,72,5
"738",4052.84782004,73,5
"739",4057.84782004,76,5
"740",4066.84782004,81,5
"741",4071.84779,81,5
"742",4075.84782004,81,5
"743",4077.84782004,81,5
"744",4083.84782004,83,5
"745",4091.84779,80,5
"746",4094.84782004,80,5
"747",4097.84782004,79,5
"748",4105.84782004,76,5
"749",4107.84782004,76,5
"750",4116.84782004,69,5
"751",4120.84782004,70,5
"752",4126.84782004,77,5
"753",4130.84779,76,5
"754",4133.84782004,76,5
"755",4141.84782004,79,5
"756",4143.84782004,79,5
"757",4148.84782004,78,5
"758",4156.84782004,81,5
"759",4161.84782004,81,5
"760",4162.84782004,81,5
"761",4170.84779,84,5
"762",4172.84782004,83,5
"763",4180.84779,83,5
"764",4183.84779,82,5
"765",4190.84782004,81,5
"766",4192.84779,81,5
"767",4197.84779,80,5
"768",4206.84782004,78,5
"769",4211.84782004,80,5
"770",4216.84779,81,5
"771",4219.84779,81,5
"772",4226.84782004,78,5
"773",4229.84782004,79,5
"774",4232.84782004,78,1
"775",4241.84779,72,1
"776",4246.84782004,70,1
"777",4248.84782004,71,1
"778",4252.84782004,73,1
"779",4261.84782004,82,5
"780",4265.84779,81,5
"781",4268.84779,80,5
"782",4273.84782004,83,5
"783",4281.84782004,78,5
"784",4282.84782004,79,5
"785",4291.84782004,84,5
"786",4292.84782004,84,5
"787",4301.84782004,92,5
"788",4302.84779,92,5
"789",4311.84779,76,5
"790",4316.84782004,73,5
"791",4321.84782004,70,5
"792",4326.84782004,69,5
"793",4328.84779,69,5
"794",4335.84782004,69,5
"795",4337.84782004,70,5
"796",4346.84779,75,5
"797",4350.84782004,75,5
"798",4352.84779,74,5
"799",4359.84779,70,5
"800",4366.84782004,70,5
"801",4367.84779,69,5
"802",4375.84782004,68,5
"803",4377.84782004,69,5
"804",4386.84782004,75,5
"805",4388.84782004,74,5
"806",4396.84782004,70,5
"807",4401.84782004,69,5
"808",4404.84779,70,5
"809",4411.84782004,72,5
"810",4412.84782004,72,5
"811",4419.84782004,70,5
"812",4424.84782004,69,5
"813",4428.84782004,68,5
"814",4434.84782004,71,5
"815",4441.84782004,73,5
"816",4446.84782004,73,5
"817",4447.84782004,74,5
"818",4456.84782004,68,5
"819",4459.84782004,69,5
"820",4463.84779,70,5
"821",4469.84782004,71,5
"822",4476.84782004,71,5
"823",4477.84782004,71,5
"824",4482.84782004,72,5
"825",4491.84782004,79,5
"826",4495.84779,81,5
"827",4498.84782004,81,5
"828",4502.84779,80,5
"829",4511.84779,75,5
"830",4516.84782004,75,5
"831",4521.84782004,75,5
"832",4523.84782004,75,5
"833",4528.84782004,76,5
"834",4533.84782004,77,5
"835",4541.84782004,71,5
"836",4546.84782004,71,5
"837",4549.84779,71,5
"838",4555.84782004,71,5
"839",4559.84782004,72,5
"840",4562.84782004,72,5
"841",4571.84779,76,5
"842",4572.84782004,76,5
"843",4580.84782004,78,5
"844",4582.84779,78,5
"845",4587.84782004,75,5
"846",4596.84782004,70,5
"847",4601.84782004,70,5
"848",4606.84782004,70,5
"849",4607.84782004,71,5
"850",4614.84782004,72,5
"851",4617.84779,73,5
"852",4626.84782004,80,5
"853",4631.84782004,80,5
"854",4632.84782004,80,5
"855",4641.84779,79,5
"856",4646.84779,80,5
"857",4651.84782004,80,5
"858",4652.84782004,80,5
"859",4657.84782004,79,5
"860",4666.84782004,72,5
"861",4671.84782004,72,5
"862",4674.84782004,72,5
"863",4681.84782004,75,5
"864",4682.84782004,75,5
"865",4691.84782004,69,5
"866",4696.84779,69,5
"867",4698.84782004,69,5
"868",4706.84782004,70,5
"869",4708.84779,70,5
"870",4716.84779,71,5
"871",4719.84782004,71,5
"872",4722.84782004,73,5
"873",4730.84782004,78,5
"874",4735.84782004,80,5
"875",4741.84782004,82,5
"876",4744.84779,81,5
"877",4751.84779,79,5
"878",4754.84779,81,5
"879",4757.84779,80,5
"880",4762.84782004,77,5
"881",4771.84782004,70,5
"882",4776.84779,70,5
"883",4779.84782004,71,5
"884",4782.84779,72,5
"885",4788.84782004,73,5
"886",4794.84779,73,5
"887",4797.84782004,71,5
"888",4806.84779,67,5
"889",4811.84782004,67,5
"890",4812.84782004,68,5
"891",4819.84782004,73,5
"892",4825.84782004,73,5
"893",4827.84782004,73,5
"894",4836.84782004,75,5
"895",4837.84782004,74,5
"896",4842.84782004,72,5
"897",4851.84782004,68,5
"898",4856.84782004,69,5
"899",4857.84779,70,5
"900",4865.84782004,71,5
"901",4869.84779,71,5
"902",4874.84782004,71,5
"903",4881.84779,74,5
"904",4883.84782004,73,5
"905",4891.84782004,68,5
"906",4896.84779,68,5
"907",4900.84782004,70,5
"908",4903.84782004,71,5
"909",4908.84782004,72,5
"910",4912.84779,70,5
"911",4921.84782004,65,5
"912",4923.84782004,65,5
"913",4931.84779,64,5
"914",4932.84782004,65,5
"915",4937.84782004,69,5
"916",4944.84782004,71,5
"917",4949.84782004,72,5
"918",4952.84779,73,5
"919",4957.84782004,70,5
"920",4965.84782004,68,5
"921",4967.84779,69,5
"922",4972.84779,73,5
"923",4981.84782004,82,5
"924",4982.84782004,81,5
"925",4991.84782004,67,5
"926",4996.84782004,62,5
"927",4998.84782004,63,5
"928",5006.84779,61,5
"929",5010.84782004,62,5
"930",5012.84782004,63,5
"931",5019.84779,64,5
"932",5024.84782004,65,5
"933",5027.84782004,64,5
"934",5036.84782004,63,5
"935",5039.84782004,64,5
"936",5042.84782004,67,5
"937",5051.84782004,74,5
"938",5056.84779,72,5
"939",5057.84782004,72,5
"940",5066.84782004,73,5
"941",5069.84779,73,5
"942",5072.84782004,72,5
"943",5077.84779,67,5
"944",5086.84779,62,5
"945",5091.84782004,64,5
"946",5096.84782004,67,5
"947",5098.84782004,67,5
"948",5104.84779,65,5
"949",5110.84782004,67,5
"950",5114.84782004,66,5
"951",5117.84782004,65,5
"952",5126.84779,63,5
"953",5131.84782004,64,5
"954",5133.84779,64,5
"955",5137.84782004,63,5
"956",5146.84782004,70,5
"957",5148.84782004,69,5
"958",5155.84779,71,5
"959",5159.84782004,71,5
"960",5163.84779,71,5
"961",5171.84782004,69,5
"962",5172.84779,70,5
"963",5181.84782004,67,5
"964",5182.84779,68,5
"965",5187.84782004,71,5
"966",5196.84782004,66,5
"967",5199.84782004,68,5
"968",5206.84782004,70,5
"969",5208.84782004,69,5
"970",5216.84779,66,5
"971",5219.84782004,67,5
"972",5226.84782004,72,5
"973",5227.84779,73,5
"974",5236.84782004,74,5
"975",5237.84782004,74,5
"976",5243.84782004,80,5
"977",5247.84782004,76,5
"978",5256.84782004,65,5
"979",5261.84779,63,5
"980",5266.84782004,64,5
"981",5271.84779,65,5
"982",5272.84782004,65,5
"983",5277.84782004,63,5
"984",5283.84782004,62,5
"985",5291.84782004,68,5
"986",5296.84782004,68,5
"987",5298.84782004,69,5
"988",5304.84782004,70,5
"989",5311.84779,66,5
"990",5315.84782004,67,5
"991",5318.84782004,69,5
"992",5322.84779,69,5
"993",5331.84782004,65,5
"994",5336.84782004,68,5
"995",5339.84782004,67,5
"996",5346.84782004,72,5
"997",5348.84782004,73,5
"998",5352.84779,73,5
"999",5358.84782004,74,5
"1000",5366.84782004,69,5
"1001",5370.84782004,68,5
"1002",5374.84779,67,5
"1003",5377.84779,69,5
"1004",5386.84782004,71,5
"1005",5389.84782004,71,5
"1006",5396.84782004,74,5
"1007",5397.84779,73,5
"1008",5404.84782004,71,5
"1009",5407.84779,73,5
"1010",5412.84782004,75,5
"1011",5419.84782004,75,5
"1012",5422.84782004,76,5
"1013",5431.84779,83,5
"1014",5436.84782004,80,5
"1015",5440.84782004,80,5
"1016",5446.84782004,81,5
"1017",5450.84779,80,5
"1018",5452.84782004,81,5
"1019",5461.84782004,90,5
"1020",5465.84782004,93,5
"1021",5467.84782004,93,5
"1022",5476.84782004,75,5
"1023",5481.84782004,71,5
"1024",5486.84782004,69,5
"1025",5487.84782004,69,5
"1026",5496.84782004,66,5
"1027",5501.84779,67,5
"1028",5506.84460998,69,5
"1029",5509.84460998,68,5
