grupa_wiekowa;plec;wojewodztwo_pacjenta;wojewodztwo_placowki;znacznik_czasu;procedura_icd9;liczba_procedur;liczba_pacjentow
65+;M;dolnoœl¹skie;dolnoœl¹skie;286;89.41;5;<5
65+;M;dolnoœl¹skie;dolnoœl¹skie;287;89.41;5;5
65+;M;dolnoœl¹skie;dolnoœl¹skie;288;36.070;5;<5
65+;M;dolnoœl¹skie;lubuskie;287;89.522;5;5
65+;M;dolnoœl¹skie;œl¹skie;287;88.721;5;<5
65+;M;dolnoœl¹skie;œl¹skie;287;89.522;5;<5
65+;M;dolnoœl¹skie;;277;88.721;5;5
65+;M;kujawsko-pomorskie;kujawsko-pomorskie;279;89.41;5;5
65+;M;kujawsko-pomorskie;kujawsko-pomorskie;280;89.41;5;<5
65+;M;kujawsko-pomorskie;kujawsko-pomorskie;285;36.071;5;5
65+;M;kujawsko-pomorskie;kujawsko-pomorskie;286;36.071;5;5
65+;M;kujawsko-pomorskie;kujawsko-pomorskie;286;37.82;5;5
65+;M;kujawsko-pomorskie;kujawsko-pomorskie;287;36.071;5;5
65+;M;kujawsko-pomorskie;kujawsko-pomorskie;287;89.501;5;5
65+;M;kujawsko-pomorskie;œl¹skie;287;89.522;5;<5
65+;M;kujawsko-pomorskie;zachodniopomorskie;281;89.522;5;<5
65+;M;kujawsko-pomorskie;;276;88.721;5;5
65+;M;kujawsko-pomorskie;;282;89.502;5;5
65+;M;³ódzkie;dolnoœl¹skie;287;88.721;5;<5
65+;M;³ódzkie;³ódzkie;281;89.41;5;5
65+;M;³ódzkie;³ódzkie;283;37.83;5;<5
65+;M;³ódzkie;³ódzkie;285;36.071;5;5
65+;M;³ódzkie;³ódzkie;285;89.41;5;5
65+;M;³ódzkie;³ódzkie;286;37.83;5;5
65+;M;³ódzkie;³ódzkie;286;89.41;5;5
65+;M;³ódzkie;³ódzkie;288;37.83;5;5
65+;M;³ódzkie;³ódzkie;289;36.071;5;<5
65+;M;³ódzkie;œl¹skie;276;88.721;5;5
65+;M;³ódzkie;œl¹skie;277;88.721;5;<5
65+;M;³ódzkie;;286;88.721;5;<5
65+;M;lubelskie;lubelskie;286;36.071;5;<5
65+;M;lubelskie;lubelskie;288;36.070;5;<5
65+;M;lubelskie;lubelskie;288;36.071;5;<5
65+;M;lubelskie;lubelskie;289;36.070;5;<5
65+;M;lubelskie;podkarpackie;287;89.522;5;<5
65+;M;lubuskie;lubuskie;282;89.501;5;<5
65+;M;lubuskie;lubuskie;283;89.41;5;<5
65+;M;lubuskie;lubuskie;286;36.070;5;5
65+;M;lubuskie;lubuskie;287;89.501;5;<5
65+;M;lubuskie;lubuskie;288;89.501;5;<5
65+;M;lubuskie;wielkopolskie;279;88.721;5;<5
65+;M;lubuskie;wielkopolskie;281;88.721;5;<5
65+;M;lubuskie;wielkopolskie;281;89.522;5;<5
65+;M;lubuskie;wielkopolskie;282;89.522;5;5
65+;M;ma³opolskie;ma³opolskie;277;89.41;5;5
65+;M;ma³opolskie;ma³opolskie;278;36.070;5;5
65+;M;ma³opolskie;ma³opolskie;282;89.41;5;5
65+;M;ma³opolskie;œwiêtokrzyskie;283;89.522;5;<5
65+;M;ma³opolskie;œwiêtokrzyskie;284;89.522;5;<5
65+;M;ma³opolskie;;283;88.721;5;5
65+;M;ma³opolskie;;286;88.721;5;5
65+;M;mazowieckie;³ódzkie;278;89.522;5;5
65+;M;mazowieckie;³ódzkie;286;88.721;5;<5
65+;M;mazowieckie;³ódzkie;286;89.522;5;<5
65+;M;mazowieckie;lubelskie;281;89.522;5;5
65+;M;mazowieckie;lubelskie;284;89.522;5;<5
65+;M;mazowieckie;mazowieckie;284;36.071;5;<5
65+;M;mazowieckie;mazowieckie;284;89.41;5;5
65+;M;mazowieckie;mazowieckie;288;36.071;5;<5
65+;M;mazowieckie;podlaskie;277;89.522;5;5
65+;M;mazowieckie;podlaskie;278;89.522;5;<5
65+;M;mazowieckie;podlaskie;280;88.721;5;<5
65+;M;mazowieckie;podlaskie;288;89.522;5;<5
65+;M;mazowieckie;œwiêtokrzyskie;277;89.522;5;5
65+;M;mazowieckie;œwiêtokrzyskie;288;89.522;5;5
65+;M;mazowieckie;;280;89.502;5;<5
65+;M;mazowieckie;;281;88.721;5;5
65+;M;mazowieckie;;284;88.721;5;5
65+;M;opolskie;dolnoœl¹skie;286;88.721;5;5
65+;M;opolskie;dolnoœl¹skie;288;89.522;5;<5
65+;M;opolskie;opolskie;278;89.502;5;5
65+;M;opolskie;opolskie;279;89.501;5;5
65+;M;opolskie;opolskie;280;89.501;5;5
65+;M;opolskie;opolskie;282;89.501;5;5
65+;M;opolskie;opolskie;285;89.501;5;5
65+;M;opolskie;opolskie;286;36.071;5;5
65+;M;opolskie;opolskie;286;89.41;5;5
65+;M;opolskie;opolskie;287;89.501;5;5
65+;M;opolskie;œl¹skie;281;89.522;5;<5
65+;M;opolskie;œl¹skie;283;89.522;5;5
65+;M;opolskie;œl¹skie;287;89.522;5;<5
65+;M;opolskie;;280;88.721;5;<5
65+;M;podkarpackie;lubelskie;284;89.522;5;5
65+;M;podkarpackie;ma³opolskie;286;88.721;5;5
65+;M;podkarpackie;podkarpackie;285;36.070;5;<5
65+;M;podkarpackie;podkarpackie;288;36.070;5;<5
65+;M;podkarpackie;œl¹skie;289;89.522;5;<5
65+;M;podkarpackie;;283;88.721;5;<5
65+;M;podkarpackie;;285;88.721;5;5
65+;M;podlaskie;dolnoœl¹skie;285;89.522;5;<5
65+;M;podlaskie;mazowieckie;281;89.522;5;<5
65+;M;podlaskie;podlaskie;279;36.070;5;<5
65+;M;podlaskie;podlaskie;281;36.070;5;5
65+;M;podlaskie;podlaskie;287;89.41;5;5
65+;M;pomorskie;pomorskie;278;89.43;5;5
65+;M;pomorskie;pomorskie;279;89.43;5;5
65+;M;pomorskie;pomorskie;280;36.070;5;5
65+;M;pomorskie;pomorskie;285;36.071;5;5
65+;M;pomorskie;pomorskie;286;36.071;5;5
65+;M;pomorskie;pomorskie;286;89.43;5;5
65+;M;pomorskie;pomorskie;287;36.070;5;<5
65+;M;pomorskie;pomorskie;287;36.071;5;5
65+;M;pomorskie;warmiñsko-mazurskie;282;89.522;5;5
65+;M;pomorskie;warmiñsko-mazurskie;288;89.522;5;5
65+;M;pomorskie;wielkopolskie;278;89.522;5;<5
65+;M;pomorskie;zachodniopomorskie;284;89.522;5;<5
65+;M;pomorskie;;277;88.721;5;5
65+;M;pomorskie;;281;88.721;5;5
65+;M;œl¹skie;³ódzkie;277;88.721;5;5
65+;M;œl¹skie;ma³opolskie;278;88.721;5;<5
65+;M;œl¹skie;ma³opolskie;282;88.721;5;<5
65+;M;œl¹skie;ma³opolskie;284;88.721;5;5
65+;M;œl¹skie;ma³opolskie;288;88.721;5;5
65+;M;œl¹skie;opolskie;283;88.721;5;5
65+;M;œl¹skie;opolskie;289;89.522;5;5
65+;M;œl¹skie;œl¹skie;276;37.82;5;5
65+;M;œl¹skie;œl¹skie;281;36.072;5;<5
65+;M;œl¹skie;œl¹skie;281;37.83;5;5
65+;M;œl¹skie;œl¹skie;283;36.071;5;5
65+;M;œl¹skie;œl¹skie;284;37.83;5;5
65+;M;œl¹skie;œl¹skie;285;37.83;5;5
65+;M;œl¹skie;œl¹skie;287;36.072;5;<5
65+;M;œl¹skie;;276;88.721;5;5
65+;M;œl¹skie;;282;88.721;5;5
65+;M;œl¹skie;;286;88.721;5;5
65+;M;œwiêtokrzyskie;ma³opolskie;282;89.522;5;5
65+;M;œwiêtokrzyskie;ma³opolskie;284;89.522;5;<5
65+;M;œwiêtokrzyskie;ma³opolskie;288;89.522;5;<5
65+;M;œwiêtokrzyskie;œl¹skie;287;89.522;5;<5
65+;M;œwiêtokrzyskie;œl¹skie;289;89.522;5;<5
65+;M;œwiêtokrzyskie;œwiêtokrzyskie;284;89.501;5;5
65+;M;œwiêtokrzyskie;œwiêtokrzyskie;287;36.070;5;5
65+;M;œwiêtokrzyskie;œwiêtokrzyskie;288;36.070;5;<5
65+;M;œwiêtokrzyskie;œwiêtokrzyskie;289;89.501;5;<5
65+;M;warmiñsko-mazurskie;kujawsko-pomorskie;281;89.522;5;<5
65+;M;warmiñsko-mazurskie;podlaskie;282;89.522;5;5
65+;M;warmiñsko-mazurskie;podlaskie;284;89.522;5;5
65+;M;warmiñsko-mazurskie;pomorskie;277;89.522;5;<5
65+;M;warmiñsko-mazurskie;warmiñsko-mazurskie;279;89.43;5;5
65+;M;warmiñsko-mazurskie;warmiñsko-mazurskie;280;89.501;5;<5
65+;M;warmiñsko-mazurskie;warmiñsko-mazurskie;284;36.070;5;5
65+;M;warmiñsko-mazurskie;warmiñsko-mazurskie;287;89.501;5;5
65+;M;warmiñsko-mazurskie;warmiñsko-mazurskie;288;36.070;5;<5
65+;M;wielkopolskie;dolnoœl¹skie;277;89.522;5;5
65+;M;wielkopolskie;dolnoœl¹skie;283;88.721;5;5
65+;M;wielkopolskie;dolnoœl¹skie;289;88.721;5;<5
65+;M;wielkopolskie;kujawsko-pomorskie;281;89.522;5;<5
65+;M;wielkopolskie;kujawsko-pomorskie;288;89.522;5;<5
65+;M;wielkopolskie;³ódzkie;278;89.522;5;5
65+;M;wielkopolskie;³ódzkie;280;89.522;5;5
65+;M;wielkopolskie;³ódzkie;281;88.721;5;5
65+;M;wielkopolskie;³ódzkie;281;89.522;5;5
65+;M;wielkopolskie;³ódzkie;282;88.721;5;5
65+;M;wielkopolskie;³ódzkie;285;89.522;5;5
65+;M;wielkopolskie;³ódzkie;289;89.522;5;5
65+;M;wielkopolskie;opolskie;288;89.522;5;<5
65+;M;wielkopolskie;wielkopolskie;277;89.41;5;<5
65+;M;wielkopolskie;wielkopolskie;278;37.82;5;<5
65+;M;wielkopolskie;wielkopolskie;282;36.071;5;5
65+;M;wielkopolskie;wielkopolskie;283;89.41;5;5
65+;M;wielkopolskie;wielkopolskie;288;36.070;5;5
65+;M;wielkopolskie;zachodniopomorskie;288;89.522;5;<5
65+;M;wielkopolskie;;279;88.721;5;5
65+;M;zachodniopomorskie;lubuskie;280;36.070;5;<5
65+;M;zachodniopomorskie;œl¹skie;285;89.522;5;<5
65+;M;zachodniopomorskie;wielkopolskie;276;89.502;5;<5
65+;M;zachodniopomorskie;wielkopolskie;279;88.721;5;<5
65+;M;zachodniopomorskie;wielkopolskie;281;88.721;5;5
65+;M;zachodniopomorskie;wielkopolskie;282;89.522;5;<5
65+;M;zachodniopomorskie;wielkopolskie;283;89.522;5;<5
65+;M;zachodniopomorskie;zachodniopomorskie;286;89.501;5;5
65+;M;zachodniopomorskie;zachodniopomorskie;287;36.070;5;5
65+;M;;dolnoœl¹skie;283;89.502;5;5
65+;M;;dolnoœl¹skie;285;89.502;5;5
65+;M;;kujawsko-pomorskie;277;89.502;5;<5
65+;M;;kujawsko-pomorskie;283;89.502;5;5
65+;M;;³ódzkie;278;89.502;5;5
65+;M;;³ódzkie;280;89.502;5;5
65+;M;;³ódzkie;281;36.070;5;<5
65+;M;;³ódzkie;285;89.502;5;5
65+;M;;lubelskie;280;89.502;5;5
65+;M;;lubelskie;286;89.502;5;5
65+;M;;lubelskie;287;89.502;5;5
65+;M;;lubuskie;280;36.070;5;<5
65+;M;;ma³opolskie;283;89.501;5;<5
65+;M;;ma³opolskie;286;36.070;5;<5
65+;M;;ma³opolskie;286;89.501;5;5
65+;M;;mazowieckie;278;89.501;5;5
65+;M;;mazowieckie;279;89.501;5;5
65+;M;;mazowieckie;281;89.501;5;5
65+;M;;mazowieckie;282;89.501;5;5
65+;M;;podkarpackie;278;36.070;5;<5
65+;M;;podkarpackie;286;89.501;5;5
65+;M;;podkarpackie;289;89.501;5;5
65+;M;;podlaskie;281;89.502;5;<5
65+;M;;podlaskie;285;89.502;5;<5
65+;M;;pomorskie;277;89.502;5;5
65+;M;;pomorskie;279;89.502;5;5
65+;M;;pomorskie;282;89.502;5;5
65+;M;;œl¹skie;279;89.502;5;5
65+;M;;œl¹skie;285;89.502;5;5
65+;M;;œl¹skie;287;89.501;5;<5
65+;M;;œwiêtokrzyskie;281;89.502;5;5
65+;M;;warmiñsko-mazurskie;276;88.721;5;5
65+;M;;wielkopolskie;277;37.83;5;<5
65+;M;;wielkopolskie;279;89.502;5;5
65+;M;;wielkopolskie;284;89.502;5;5
65+;M;;wielkopolskie;287;89.502;5;5
65+;M;;zachodniopomorskie;277;88.721;5;<5
65+;M;;zachodniopomorskie;279;88.721;5;5
65+;M;;zachodniopomorskie;287;89.502;5;5
65+;M;;;283;88.721;5;5
65+;M;;;286;88.721;5;5
65+;M;;;287;88.721;5;5
65+;M;;;288;88.721;5;5
65+;;œl¹skie;œl¹skie;282;88.721;5;<5
;;;³ódzkie;276;89.522;5;5
;;;wielkopolskie;279;89.522;5;<5
;;;;285;89.522;5;5
0-18;K;dolnoœl¹skie;œl¹skie;282;88.721;6;<5
0-18;M;;œl¹skie;289;88.721;6;<5
0-18;M;;wielkopolskie;281;89.502;6;<5
0-18;M;;wielkopolskie;284;88.721;6;<5
19-65;K;dolnoœl¹skie;dolnoœl¹skie;278;89.501;6;6
19-65;K;dolnoœl¹skie;dolnoœl¹skie;285;89.502;6;6
19-65;K;dolnoœl¹skie;wielkopolskie;279;89.522;6;<5
19-65;K;kujawsko-pomorskie;œl¹skie;283;89.522;6;<5
19-65;K;kujawsko-pomorskie;;279;89.522;6;6
19-65;K;³ódzkie;³ódzkie;278;89.502;6;6
19-65;K;³ódzkie;³ódzkie;280;89.502;6;6
19-65;K;³ódzkie;³ódzkie;283;89.502;6;5
19-65;K;³ódzkie;œl¹skie;283;88.721;6;<5
19-65;K;lubelskie;lubelskie;283;89.502;6;5
19-65;K;lubelskie;;277;89.522;6;6
19-65;K;lubelskie;;280;89.522;6;6
19-65;K;lubelskie;;281;89.522;6;5
19-65;K;lubelskie;;283;89.522;6;5
19-65;K;lubelskie;;284;89.522;6;5
19-65;K;lubelskie;;288;89.522;6;5
19-65;K;lubuskie;lubuskie;280;36.070;6;<5
19-65;K;lubuskie;lubuskie;288;89.502;6;5
19-65;K;lubuskie;;287;89.522;6;5
19-65;K;ma³opolskie;ma³opolskie;282;89.502;6;6
19-65;K;ma³opolskie;œl¹skie;278;88.721;6;5
19-65;K;mazowieckie;mazowieckie;276;89.502;6;6
19-65;K;mazowieckie;mazowieckie;279;89.501;6;6
19-65;K;mazowieckie;mazowieckie;284;89.501;6;6
19-65;K;mazowieckie;mazowieckie;285;89.41;6;<5
19-65;K;mazowieckie;mazowieckie;286;89.501;6;6
19-65;K;mazowieckie;mazowieckie;287;89.41;6;<5
19-65;K;mazowieckie;mazowieckie;289;89.501;6;6
19-65;K;mazowieckie;;277;89.522;6;6
19-65;K;opolskie;opolskie;282;88.721;6;5
19-65;K;opolskie;opolskie;289;88.721;6;5
19-65;K;podlaskie;podlaskie;279;88.721;6;6
19-65;K;podlaskie;podlaskie;282;89.501;6;5
19-65;K;podlaskie;podlaskie;284;89.41;6;<5
19-65;K;podlaskie;;279;89.522;6;6
19-65;K;pomorskie;pomorskie;276;89.502;6;6
19-65;K;pomorskie;pomorskie;277;89.502;6;6
19-65;K;pomorskie;pomorskie;279;89.502;6;6
19-65;K;pomorskie;pomorskie;281;89.502;6;6
19-65;K;pomorskie;;277;89.522;6;6
19-65;K;pomorskie;;281;89.522;6;5
19-65;K;pomorskie;;282;89.522;6;6
19-65;K;pomorskie;;283;89.522;6;6
19-65;K;pomorskie;;288;89.522;6;6
19-65;K;œl¹skie;³ódzkie;283;89.522;6;<5
19-65;K;œl¹skie;œl¹skie;281;36.070;6;5
19-65;K;œwiêtokrzyskie;œwiêtokrzyskie;277;89.502;6;<5
19-65;K;œwiêtokrzyskie;œwiêtokrzyskie;281;89.502;6;<5
19-65;K;œwiêtokrzyskie;œwiêtokrzyskie;284;89.502;6;6
19-65;K;œwiêtokrzyskie;;283;89.522;6;6
19-65;K;warmiñsko-mazurskie;warmiñsko-mazurskie;287;89.502;6;6
19-65;K;warmiñsko-mazurskie;;277;89.522;6;6
19-65;K;warmiñsko-mazurskie;;280;89.522;6;<5
19-65;K;warmiñsko-mazurskie;;284;89.522;6;6
19-65;K;wielkopolskie;wielkopolskie;278;89.502;6;6
19-65;K;wielkopolskie;wielkopolskie;286;89.502;6;6
19-65;K;zachodniopomorskie;zachodniopomorskie;278;88.721;6;<5
19-65;K;zachodniopomorskie;;277;89.522;6;5
19-65;K;;dolnoœl¹skie;278;89.522;6;6
19-65;K;;kujawsko-pomorskie;278;89.522;6;<5
19-65;K;;kujawsko-pomorskie;279;88.721;6;6
19-65;K;;kujawsko-pomorskie;281;88.721;6;6
19-65;K;;kujawsko-pomorskie;281;89.522;6;6
19-65;K;;kujawsko-pomorskie;286;88.721;6;6
19-65;K;;³ódzkie;280;88.721;6;6
19-65;K;;lubelskie;276;88.721;6;6
19-65;K;;lubelskie;286;88.721;6;6
19-65;K;;lubuskie;280;89.522;6;<5
19-65;K;;ma³opolskie;280;88.721;6;5
19-65;K;;mazowieckie;279;89.522;6;6
19-65;K;;mazowieckie;285;89.502;6;6
19-65;K;;mazowieckie;288;89.502;6;6
19-65;K;;opolskie;277;89.522;6;6
19-65;K;;opolskie;285;89.522;6;5
19-65;K;;opolskie;288;89.522;6;6
19-65;K;;podkarpackie;278;88.721;6;6
19-65;K;;podlaskie;277;89.522;6;<5
19-65;K;;podlaskie;284;89.501;6;6
19-65;K;;pomorskie;278;89.522;6;6
19-65;K;;pomorskie;281;89.522;6;6
19-65;K;;pomorskie;283;88.721;6;5
19-65;K;;pomorskie;285;88.721;6;6
19-65;K;;œwiêtokrzyskie;276;89.522;6;6
19-65;K;;warmiñsko-mazurskie;286;89.502;6;<5
19-65;K;;wielkopolskie;281;89.522;6;6
19-65;K;;zachodniopomorskie;283;89.522;6;<5
19-65;K;;zachodniopomorskie;287;89.522;6;5
19-65;M;dolnoœl¹skie;dolnoœl¹skie;280;89.502;6;6
19-65;M;dolnoœl¹skie;dolnoœl¹skie;284;89.501;6;6
19-65;M;dolnoœl¹skie;œl¹skie;277;88.721;6;<5
19-65;M;dolnoœl¹skie;œl¹skie;280;88.721;6;5
19-65;M;dolnoœl¹skie;œl¹skie;280;89.522;6;<5
19-65;M;dolnoœl¹skie;œl¹skie;282;88.721;6;5
19-65;M;dolnoœl¹skie;œl¹skie;288;89.522;6;5
19-65;M;dolnoœl¹skie;wielkopolskie;283;89.522;6;5
19-65;M;kujawsko-pomorskie;kujawsko-pomorskie;277;36.070;6;5
19-65;M;kujawsko-pomorskie;kujawsko-pomorskie;280;36.070;6;<5
19-65;M;kujawsko-pomorskie;kujawsko-pomorskie;281;36.070;6;6
19-65;M;kujawsko-pomorskie;kujawsko-pomorskie;282;89.501;6;6
19-65;M;kujawsko-pomorskie;kujawsko-pomorskie;287;89.43;6;<5
19-65;M;kujawsko-pomorskie;œl¹skie;279;89.522;6;<5
19-65;M;kujawsko-pomorskie;œl¹skie;281;88.721;6;<5
19-65;M;kujawsko-pomorskie;œl¹skie;283;89.522;6;<5
19-65;M;kujawsko-pomorskie;œl¹skie;286;89.522;6;<5
19-65;M;kujawsko-pomorskie;wielkopolskie;279;88.721;6;<5
19-65;M;kujawsko-pomorskie;;282;88.721;6;6
19-65;M;³ódzkie;³ódzkie;281;36.070;6;<5
19-65;M;³ódzkie;³ódzkie;282;36.071;6;6
19-65;M;³ódzkie;³ódzkie;283;89.502;6;6
19-65;M;³ódzkie;³ódzkie;284;89.41;6;5
19-65;M;³ódzkie;³ódzkie;284;89.501;6;6
19-65;M;³ódzkie;³ódzkie;285;89.501;6;6
19-65;M;³ódzkie;³ódzkie;286;89.501;6;6
19-65;M;³ódzkie;³ódzkie;287;36.070;6;6
19-65;M;³ódzkie;œl¹skie;276;88.721;6;<5
19-65;M;³ódzkie;œl¹skie;276;89.522;6;<5
19-65;M;lubelskie;mazowieckie;284;89.522;6;6
19-65;M;lubelskie;mazowieckie;287;88.721;6;<5
19-65;M;lubuskie;lubuskie;276;89.502;6;5
19-65;M;lubuskie;lubuskie;277;89.502;6;6
19-65;M;lubuskie;lubuskie;279;36.071;6;<5
19-65;M;lubuskie;lubuskie;281;89.41;6;<5
19-65;M;lubuskie;lubuskie;286;89.502;6;5
19-65;M;lubuskie;wielkopolskie;286;89.522;6;<5
19-65;M;lubuskie;;289;89.522;6;6
19-65;M;ma³opolskie;ma³opolskie;279;89.501;6;6
19-65;M;ma³opolskie;ma³opolskie;282;89.501;6;6
19-65;M;ma³opolskie;ma³opolskie;283;89.501;6;6
19-65;M;ma³opolskie;ma³opolskie;287;89.501;6;6
19-65;M;ma³opolskie;œl¹skie;280;88.721;6;<5
19-65;M;mazowieckie;dolnoœl¹skie;282;88.721;6;<5
19-65;M;mazowieckie;³ódzkie;284;88.721;6;<5
19-65;M;mazowieckie;³ódzkie;284;89.522;6;<5
19-65;M;mazowieckie;mazowieckie;277;89.501;6;6
19-65;M;mazowieckie;mazowieckie;278;89.41;6;6
19-65;M;mazowieckie;mazowieckie;279;89.41;6;6
19-65;M;mazowieckie;mazowieckie;282;89.41;6;6
19-65;M;mazowieckie;mazowieckie;287;36.071;6;6
19-65;M;mazowieckie;mazowieckie;287;89.501;6;6
19-65;M;mazowieckie;mazowieckie;289;89.41;6;5
19-65;M;mazowieckie;mazowieckie;289;89.501;6;6
19-65;M;mazowieckie;œl¹skie;287;89.522;6;<5
19-65;M;mazowieckie;œl¹skie;288;89.522;6;<5
19-65;M;opolskie;dolnoœl¹skie;283;88.721;6;<5
19-65;M;opolskie;opolskie;283;89.502;6;6
19-65;M;opolskie;opolskie;287;89.502;6;6
19-65;M;opolskie;œl¹skie;278;89.522;6;5
19-65;M;opolskie;œl¹skie;279;89.522;6;<5
19-65;M;opolskie;œl¹skie;280;88.721;6;6
19-65;M;opolskie;œl¹skie;287;89.522;6;6
19-65;M;podkarpackie;podkarpackie;280;89.502;6;6
19-65;M;podkarpackie;podkarpackie;289;89.501;6;6
19-65;M;podkarpackie;œl¹skie;278;89.522;6;<5
19-65;M;podkarpackie;œl¹skie;280;88.721;6;<5
19-65;M;podlaskie;podlaskie;276;36.070;6;<5
19-65;M;podlaskie;podlaskie;279;89.501;6;6
19-65;M;podlaskie;podlaskie;281;89.501;6;<5
19-65;M;podlaskie;podlaskie;284;89.41;6;6
19-65;M;pomorskie;pomorskie;276;89.501;6;6
19-65;M;pomorskie;pomorskie;282;89.43;6;6
19-65;M;pomorskie;pomorskie;287;89.41;6;6
19-65;M;pomorskie;warmiñsko-mazurskie;279;89.522;6;<5
19-65;M;pomorskie;warmiñsko-mazurskie;287;88.721;6;<5
19-65;M;pomorskie;;276;88.721;6;6
19-65;M;pomorskie;;284;89.41;6;6
19-65;M;pomorskie;;286;89.41;6;6
19-65;M;œl¹skie;ma³opolskie;278;88.721;6;<5
19-65;M;œl¹skie;œl¹skie;280;36.070;6;5
19-65;M;œl¹skie;œl¹skie;283;36.071;6;6
19-65;M;œl¹skie;œl¹skie;284;36.071;6;6
19-65;M;œl¹skie;œl¹skie;285;36.070;6;6
19-65;M;œl¹skie;œl¹skie;287;36.071;6;6
19-65;M;œl¹skie;;282;88.721;6;6
19-65;M;œwiêtokrzyskie;ma³opolskie;284;89.522;6;<5
19-65;M;œwiêtokrzyskie;œl¹skie;282;88.721;6;<5
19-65;M;œwiêtokrzyskie;œl¹skie;284;88.721;6;<5
19-65;M;œwiêtokrzyskie;œl¹skie;286;89.522;6;<5
19-65;M;œwiêtokrzyskie;œl¹skie;288;88.721;6;6
19-65;M;œwiêtokrzyskie;œl¹skie;288;89.522;6;6
19-65;M;œwiêtokrzyskie;œwiêtokrzyskie;276;89.502;6;6
19-65;M;œwiêtokrzyskie;œwiêtokrzyskie;279;89.502;6;6
19-65;M;œwiêtokrzyskie;œwiêtokrzyskie;288;89.502;6;5
19-65;M;warmiñsko-mazurskie;warmiñsko-mazurskie;279;89.501;6;<5
19-65;M;warmiñsko-mazurskie;warmiñsko-mazurskie;279;89.502;6;5
19-65;M;warmiñsko-mazurskie;warmiñsko-mazurskie;285;89.41;6;<5
19-65;M;wielkopolskie;dolnoœl¹skie;283;88.721;6;5
19-65;M;wielkopolskie;dolnoœl¹skie;284;88.721;6;6
19-65;M;wielkopolskie;dolnoœl¹skie;288;88.721;6;<5
19-65;M;wielkopolskie;³ódzkie;282;89.522;6;5
19-65;M;wielkopolskie;³ódzkie;283;88.721;6;6
19-65;M;wielkopolskie;³ódzkie;285;89.522;6;6
19-65;M;wielkopolskie;³ódzkie;287;88.721;6;6
19-65;M;wielkopolskie;³ódzkie;287;89.522;6;6
19-65;M;wielkopolskie;³ódzkie;288;88.721;6;6
19-65;M;wielkopolskie;lubuskie;282;88.721;6;<5
19-65;M;wielkopolskie;lubuskie;283;88.721;6;<5
19-65;M;wielkopolskie;œl¹skie;289;88.721;6;5
19-65;M;wielkopolskie;œl¹skie;289;89.522;6;<5
19-65;M;wielkopolskie;wielkopolskie;278;89.501;6;<5
19-65;M;wielkopolskie;wielkopolskie;279;36.072;6;<5
19-65;M;wielkopolskie;wielkopolskie;282;36.070;6;6
19-65;M;wielkopolskie;wielkopolskie;284;89.41;6;6
19-65;M;wielkopolskie;wielkopolskie;286;36.070;6;6
19-65;M;wielkopolskie;wielkopolskie;289;89.501;6;5
19-65;M;wielkopolskie;;283;88.721;6;6
19-65;M;zachodniopomorskie;lubuskie;281;89.522;6;<5
19-65;M;zachodniopomorskie;wielkopolskie;276;88.721;6;<5
19-65;M;zachodniopomorskie;zachodniopomorskie;279;89.502;6;5
19-65;M;zachodniopomorskie;zachodniopomorskie;289;89.502;6;6
19-65;M;;dolnoœl¹skie;276;89.522;6;6
19-65;M;;dolnoœl¹skie;279;88.721;6;6
19-65;M;;lubuskie;280;88.721;6;5
19-65;M;;lubuskie;281;88.721;6;<5
19-65;M;;lubuskie;283;88.721;6;5
19-65;M;;lubuskie;284;88.721;6;5
19-65;M;;lubuskie;288;88.721;6;5
19-65;M;;ma³opolskie;280;89.502;6;6
19-65;M;;ma³opolskie;285;89.502;6;6
19-65;M;;ma³opolskie;287;89.501;6;6
19-65;M;;mazowieckie;288;89.502;6;6
19-65;M;;opolskie;281;88.721;6;<5
19-65;M;;opolskie;287;88.721;6;6
19-65;M;;podkarpackie;289;89.502;6;5
19-65;M;;podlaskie;282;88.721;6;6
19-65;M;;podlaskie;289;88.721;6;6
19-65;M;;pomorskie;285;88.721;6;6
19-65;M;;œwiêtokrzyskie;276;88.721;6;6
19-65;M;;œwiêtokrzyskie;277;88.721;6;5
19-65;M;;œwiêtokrzyskie;283;89.502;6;6
19-65;M;;warmiñsko-mazurskie;283;88.721;6;6
19-65;M;;warmiñsko-mazurskie;285;88.721;6;6
19-65;M;;zachodniopomorskie;279;88.721;6;6
19-65;M;;zachodniopomorskie;283;88.721;6;6
19-65;M;;zachodniopomorskie;288;88.721;6;5
19-65;M;;zachodniopomorskie;289;88.721;6;5
65+;K;dolnoœl¹skie;dolnoœl¹skie;286;89.41;6;6
65+;K;dolnoœl¹skie;œl¹skie;278;89.522;6;<5
65+;K;dolnoœl¹skie;œl¹skie;288;89.522;6;<5
65+;K;dolnoœl¹skie;wielkopolskie;282;89.522;6;5
65+;K;dolnoœl¹skie;wielkopolskie;288;88.721;6;6
65+;K;dolnoœl¹skie;;280;88.721;6;6
65+;K;dolnoœl¹skie;;281;88.721;6;6
65+;K;kujawsko-pomorskie;kujawsko-pomorskie;279;36.071;6;<5
65+;K;kujawsko-pomorskie;kujawsko-pomorskie;280;36.070;6;5
65+;K;kujawsko-pomorskie;kujawsko-pomorskie;281;36.070;6;5
65+;K;kujawsko-pomorskie;kujawsko-pomorskie;284;36.070;6;5
